ProductID,StockOnHand,ReorderLevel,Warehouse
PROD02610,4943,151, wh-a 
PROD02611,4090,53,WH-B
PROD02612,1069,429, wh-a 
PROD02613,2833,158, wh-a 
PROD02614,3051,89,WH-A
PROD02615,3485,494,WH-A
PROD02616,1803,364,WH-C
PROD02617,1693,223,WH-A
PROD02618,1011,195, wh-a 
PROD02619,1383,441,WH-A
PROD02620,621,335,WH-A
PROD02621,4376,340,WH-C
PROD02622,3834,313,WH-B
PROD02623,459,159,WH-B
PROD02624,1792,254,WH-B
PROD02625,696,87,WH-B
PROD02626,172,443,WH-B
PROD02627,3550,354, wh-a 
PROD02628,2810,305,WH-B
PROD02629,1722,424, wh-a 
PROD02630,192,70, wh-a 
PROD02631,2357,410,WH-C
PROD02632,373,495,WH-A
PROD02633,2970,371, wh-a 
PROD02634,603,308,WH-A
PROD02635,4739,117, wh-a 
PROD02636,2172,43,WH-A
PROD02637,1539,489,WH-B
PROD02638,254,122,WH-C
PROD02639,466,82,WH-C
PROD02640,448,300, wh-a 
PROD02641,3039,472,WH-C
PROD02642,1185,254,WH-A
PROD02643,4931,178,WH-C
PROD02644,1388,138,WH-A
PROD02645,2444,391,WH-C
PROD02646,3018,74,WH-A
PROD02647,2063,402,WH-B
PROD02648,266,425, wh-a 
PROD02649,2691,166,WH-A
PROD02650,2223,392,WH-A
PROD02651,-26,442,WH-A
PROD02652,4685,25,WH-C
PROD02653,1092,246,WH-B
PROD02654,336,129,WH-C
PROD02655,3314,491,WH-A
PROD02656,4478,476, wh-a 
PROD02657,1117,81,WH-B
PROD02658,1330,471, wh-a 
PROD02659,2421,52,WH-B
PROD02660,4392,283,WH-C
PROD02661,2888,409, wh-a 
PROD02662,3283,255, wh-a 
PROD02663,506,258,WH-C
PROD02664,410,486, wh-a 
PROD02665,2844,98, wh-a 
PROD02666,2525,338,WH-B
PROD02667,2213,430,WH-C
PROD02668,3512,73,WH-B
PROD02669,325,413, wh-a 
PROD02670,651,48, wh-a 
PROD02671,3306,299,WH-A
PROD02672,3244,383,WH-B
PROD02673,4304,175,WH-A
PROD02674,4142,470, wh-a 
PROD02675,4793,305,WH-C
PROD02676,428,243,WH-B
PROD02677,3110,68,WH-C
PROD02678,4416,74,WH-A
PROD02679,3975,104,WH-C
PROD02680,4095,337, wh-a 
PROD02681,836,246,WH-B
PROD02682,4934,189,WH-B
PROD02683,4947,127, wh-a 
PROD02684,4944,10,WH-B
PROD02685,2730,411,WH-B
PROD02686,1631,116, wh-a 
PROD02687,2731,138, wh-a 
PROD02688,-42,179, wh-a 
PROD02689,4783,440,WH-A
PROD02690,1518,134,WH-B
PROD02691,663,311, wh-a 
PROD02692,643,309,WH-A
PROD02693,2326,175,WH-C
PROD02694,1750,24,WH-A
PROD02695,1688,414,WH-A
PROD02696,2405,285,WH-A
PROD02697,2547,285,WH-C
PROD02698,4165,49,WH-C
PROD02699,1997,299,WH-C
PROD02700,3311,279,WH-A
PROD02701,332,469,WH-C
PROD02702,2503,116,WH-A
PROD02703,4791,357, wh-a 
PROD02704,2000,216,WH-C
PROD02705,4417,173,WH-B
PROD02706,3540,216, wh-a 
PROD02707,4445,53,WH-B
PROD02708,2517,102,WH-A
PROD02709,4256,185,WH-A
PROD02710,1413,246,WH-C
PROD02711,1973,127, wh-a 
PROD02712,3927,435,WH-C
PROD02713,2037,358,WH-B
PROD02714,4613,402, wh-a 
PROD02715,4395,185,WH-C
PROD02716,217,498, wh-a 
PROD02717,315,79,WH-A
PROD02718,3421,382,WH-A
PROD02719,648,193,WH-A
PROD02720,507,56,WH-B
PROD02721,4266,403,WH-B
PROD02722,2391,455,WH-C
PROD02723,4956,177,WH-B
PROD02724,4325,483, wh-a 
PROD02725,427,25, wh-a 
PROD02726,1485,214,WH-C
PROD02727,4260,244, wh-a 
PROD02728,7,496,WH-A
PROD02729,3652,291, wh-a 
PROD02730,1212,74,WH-B
PROD02731,942,340, wh-a 
PROD02732,3986,402, wh-a 
PROD02733,4562,225,WH-A
PROD02734,1297,196, wh-a 
PROD02735,1606,177,WH-A
PROD02736,3141,42,WH-A
PROD02737,3741,247,WH-C
PROD02738,537,463,WH-B
PROD02739,4882,343, wh-a 
PROD02740,2436,151,WH-B
PROD02741,2198,462,WH-A
PROD02742,3749,130,WH-A
PROD02743,1588,462,WH-C
PROD02744,2752,254,WH-A
PROD02745,385,133,WH-A
PROD02746,4022,357,WH-A
PROD02747,4250,456, wh-a 
PROD02748,3732,279,WH-A
PROD02749,356,307,WH-A
PROD02750,3552,316, wh-a 
PROD02751,2058,146,WH-C
PROD02752,2272,372,WH-B
PROD02753,4520,137,WH-A
PROD02754,2494,48,WH-A
PROD02755,967,381,WH-C
PROD02756,2130,326,WH-B
PROD02757,4463,88, wh-a 
PROD02758,3566,35,WH-B
PROD02759,2456,200,WH-C
PROD02760,4746,101,WH-C
PROD02761,334,451,WH-C
PROD02762,1697,389,WH-C
PROD02763,2564,102, wh-a 
PROD02764,3579,250,WH-C
PROD02765,2151,345, wh-a 
PROD02766,3168,316,WH-C
PROD02767,2361,307,WH-B
PROD02768,960,417, wh-a 
PROD02769,327,110, wh-a 
PROD02770,4670,215,WH-A
PROD02771,4463,349,WH-B
PROD02772,1245,410,WH-B
PROD02773,2813,120,WH-B
PROD02774,3002,241, wh-a 
PROD02775,4766,476,WH-B
PROD02776,3794,99,WH-A
PROD02777,2072,258,WH-B
PROD02778,2007,187,WH-B
PROD02779,1620,320,WH-C
PROD02780,279,144, wh-a 
PROD02781,1018,247,WH-A
PROD02782,2263,49,WH-B
PROD02783,425,393,WH-A
PROD02784,2193,92, wh-a 
PROD02785,2300,335,WH-B
PROD02786,308,52,WH-B
PROD02787,2017,98,WH-B
PROD02788,3532,163,WH-B
PROD02789,2468,287,WH-A
PROD02790,53,100,WH-A
PROD02791,4450,77,WH-C
PROD02792,4786,212,WH-A
PROD02793,1789,26,WH-C
PROD02794,3051,20,WH-C
PROD02795,3698,265, wh-a 
PROD02796,4367,133, wh-a 
PROD02797,1933,286,WH-A
PROD02798,4472,221,WH-B
PROD02799,3110,376,WH-B
PROD02800,113,197,WH-B
PROD02801,3056,67, wh-a 
PROD02802,1521,269, wh-a 
PROD02803,1251,233, wh-a 
PROD02804,1969,359,WH-B
PROD02805,2386,425,WH-B
PROD02806,2442,166,WH-A
PROD02807,2410,312, wh-a 
PROD02808,1660,379,WH-A
PROD02809,1656,160,WH-B
PROD02810,1947,359,WH-A
PROD02811,56,198, wh-a 
PROD02812,129,275,WH-B
PROD02813,689,135, wh-a 
PROD02814,3738,173,WH-A
PROD02815,1793,111, wh-a 
PROD02816,3635,164,WH-B
PROD02817,1263,204,WH-C
PROD02818,4055,50,WH-C
PROD02819,806,60,WH-C
PROD02820,2415,26,WH-A
PROD02821,1582,384,WH-C
PROD02822,314,258,WH-A
PROD02823,2402,142,WH-B
PROD02824,397,269,WH-B
PROD02825,1871,127,WH-B
PROD02826,394,459,WH-A
PROD02827,754,336,WH-A
PROD02828,2226,387,WH-B
PROD02829,417,257,WH-A
PROD02830,3993,489,WH-A
PROD02831,3946,135, wh-a 
PROD02832,92,217,WH-B
PROD02833,4811,54,WH-C
PROD02834,3183,352, wh-a 
PROD02835,1115,99,WH-A
PROD02836,3522,173,WH-C
PROD02837,1649,251,WH-B
PROD02838,2807,13, wh-a 
PROD02839,1176,10,WH-C
PROD02840,536,176,WH-B
PROD02841,3033,495, wh-a 
PROD02842,1949,322, wh-a 
PROD02843,3869,109,WH-A
PROD02844,1750,489,WH-A
PROD02845,1886,12,WH-C
PROD02846,2644,67,WH-B
PROD02847,27,10,WH-C
PROD02848,1164,393,WH-C
PROD02849,2991,155,WH-C
PROD02850,109,287,WH-A
PROD02851,4517,123, wh-a 
PROD02852,2060,327,WH-A
PROD02853,1371,465,WH-C
PROD02854,1536,122,WH-C
PROD02855,1569,114,WH-B
PROD02856,2191,161,WH-B
PROD02857,2380,44,WH-C
PROD02858,4140,344,WH-A
PROD02859,3753,101,WH-C
PROD02860,1008,224, wh-a 
PROD02861,4390,233,WH-B
PROD02862,2433,38,WH-A
PROD02863,3450,54,WH-B
PROD02864,2587,435,WH-A
PROD02865,3563,296,WH-A
PROD02866,759,391,WH-A
PROD02867,3650,33, wh-a 
PROD02868,730,393,WH-B
PROD02869,3710,232,WH-B
PROD02870,3799,107,WH-C
PROD02871,4573,196, wh-a 
PROD02872,3131,497,WH-A
PROD02873,197,289,WH-B
PROD02874,4392,472,WH-B
PROD02875,2476,165, wh-a 
PROD02876,4130,132, wh-a 
PROD02877,2287,430, wh-a 
PROD02878,2296,222,WH-A
PROD02879,2302,484,WH-A
PROD02880,4683,261, wh-a 
PROD02881,2682,167,WH-B
PROD02882,4292,389, wh-a 
PROD02883,4701,465,WH-A
PROD02884,19,424,WH-C
PROD02885,4758,391,WH-A
PROD02886,3775,492,WH-C
PROD02887,2913,145, wh-a 
PROD02888,2048,270,WH-C
PROD02889,4541,387,WH-C
PROD02890,2426,423,WH-B
PROD02891,3254,51,WH-B
PROD02892,679,333,WH-A
PROD02893,971,451, wh-a 
PROD02894,2665,370, wh-a 
PROD02895,579,109, wh-a 
PROD02896,3509,66,WH-B
PROD02897,4702,499, wh-a 
PROD02898,1432,498,WH-B
PROD02899,3196,337,WH-C
PROD02900,1786,150,WH-B
PROD02901,2162,400,WH-B
PROD02902,3446,447,WH-B
PROD02903,2055,398,WH-B
PROD02904,3161,141,WH-B
PROD02905,535,121, wh-a 
PROD02906,1116,367,WH-C
PROD02907,4805,91,WH-B
PROD02908,2842,370,WH-C
PROD02909,276,311,WH-B
PROD02910,1489,143,WH-C
PROD02911,4991,161,WH-A
PROD02912,362,52,WH-B
PROD02913,945,445,WH-A
PROD02914,396,30, wh-a 
PROD02915,1376,125,WH-B
PROD02916,425,149,WH-B
PROD02917,1697,302,WH-A
PROD02918,1578,468,WH-C
PROD02919,2658,10,WH-C
PROD02920,4468,124,WH-A
PROD02921,1819,252,WH-A
PROD02922,861,381,WH-C
PROD02923,2186,170, wh-a 
PROD02924,2191,461,WH-B
PROD02925,4254,228,WH-C
PROD02926,4929,340, wh-a 
PROD02927,587,327,WH-B
PROD02928,4523,131, wh-a 
PROD02929,1445,439,WH-B
PROD02930,2765,422,WH-C
PROD02931,2587,255,WH-A
PROD02932,2860,25, wh-a 
PROD02933,414,487, wh-a 
PROD02934,3339,54,WH-A
PROD02935,3544,340,WH-A
PROD02936,3220,104,WH-B
PROD02937,3553,365,WH-A
PROD02938,2449,499,WH-C
PROD02939,419,142,WH-B
PROD02940,3992,319,WH-C
PROD02941,2731,123,WH-B
PROD02942,919,63, wh-a 
PROD02943,3855,166,WH-B
PROD02944,4559,458,WH-B
PROD02945,518,166,WH-A
PROD02946,1005,343,WH-C
PROD02947,4512,281,WH-C
PROD02948,2572,52,WH-A
PROD02949,424,284,WH-B
PROD02950,1788,44,WH-B
PROD02951,3262,12,WH-C
PROD02952,173,158,WH-A
PROD02953,2594,436, wh-a 
PROD02954,2778,240,WH-B
PROD02955,4908,124,WH-C
PROD02956,1702,268,WH-A
PROD02957,60,360,WH-A
PROD02958,748,410,WH-C
PROD02959,4783,400, wh-a 
PROD02960,89,274, wh-a 
PROD02961,4012,211, wh-a 
PROD02962,3160,319,WH-A
PROD02963,4659,316, wh-a 
PROD02964,4891,73,WH-C
PROD02965,3555,326, wh-a 
PROD02966,2823,455,WH-C
PROD02967,1240,58,WH-A
PROD02968,1947,321,WH-A
PROD02969,4002,482, wh-a 
PROD02970,2468,383,WH-C
PROD02971,1052,188,WH-C
PROD02972,2951,85,WH-A
PROD02973,4547,267,WH-A
PROD02974,1310,172, wh-a 
PROD02975,1324,297,WH-B
PROD02976,3868,106,WH-C
PROD02977,1259,492, wh-a 
PROD02978,305,224,WH-A
PROD02979,2124,302,WH-C
PROD02980,1307,222,WH-C
PROD02981,223,242, wh-a 
PROD02982,2301,85, wh-a 
PROD02983,1011,493,WH-B
PROD02984,211,131, wh-a 
PROD02985,1418,404, wh-a 
PROD02986,1252,448,WH-B
PROD02987,1605,413, wh-a 
PROD02988,1285,72,WH-A
PROD02989,4253,280,WH-A
PROD02990,2391,301,WH-C
PROD02991,3111,345,WH-C
PROD02992,1110,123, wh-a 
PROD02993,453,396,WH-C
PROD02994,1348,254, wh-a 
PROD02995,4678,79,WH-B
PROD02996,777,403,WH-A
PROD02997,3084,303,WH-C
PROD02998,1935,389, wh-a 
PROD02999,2792,197, wh-a 
PROD03000,4756,191,WH-B
PROD03001,986,172,WH-C
PROD03002,25,29, wh-a 
PROD03003,8,280,WH-B
PROD03004,3123,357,WH-C
PROD03005,1092,150, wh-a 
PROD03006,4090,410,WH-B
PROD03007,2974,425,WH-A
PROD03008,1634,231, wh-a 
PROD03009,1653,68,WH-C
PROD03010,949,237,WH-B
PROD03011,1271,174, wh-a 
PROD03012,509,61,WH-C
PROD03013,1279,113, wh-a 
PROD03014,4976,448,WH-B
PROD03015,3287,27,WH-A
PROD03016,933,180, wh-a 
PROD03017,2524,243,WH-C
PROD03018,3207,407,WH-A
PROD03019,3625,24,WH-A
PROD03020,3428,66, wh-a 
PROD03021,428,65,WH-B
PROD03022,2888,230,WH-B
PROD03023,1336,431,WH-B
PROD03024,4055,255,WH-B
PROD03025,3751,143,WH-B
PROD03026,2585,268,WH-C
PROD03027,4107,250, wh-a 
PROD03028,-49,498,WH-B
PROD03029,2885,369,WH-C
PROD03030,2348,101,WH-A
PROD03031,1548,266,WH-C
PROD03032,932,257,WH-C
PROD03033,4242,84, wh-a 
PROD03034,4671,454,WH-C
PROD03035,2790,407, wh-a 
PROD03036,4638,381,WH-B
PROD03037,1657,235,WH-A
PROD03038,3423,13,WH-A
PROD03039,3729,361,WH-A
PROD03040,4478,347,WH-B
PROD03041,3598,250,WH-A
PROD03042,3338,134,WH-C
PROD03043,553,311,WH-A
PROD03044,2282,52,WH-A
PROD03045,2354,153, wh-a 
PROD03046,4286,352,WH-C
PROD03047,1489,121,WH-A
PROD03048,4191,410, wh-a 
PROD03049,1463,347,WH-C
PROD03050,1035,381,WH-A
PROD03051,946,426,WH-A
PROD03052,1030,135,WH-C
PROD03053,1716,471, wh-a 
PROD03054,3497,352, wh-a 
PROD03055,1135,485,WH-C
PROD03056,3506,231,WH-A
PROD03057,1352,238, wh-a 
PROD03058,2025,43, wh-a 
PROD03059,636,38,WH-A
PROD03060,740,173,WH-C
PROD03061,4645,48,WH-C
PROD03062,2380,457,WH-C
PROD03063,929,96, wh-a 
PROD03064,1215,370,WH-C
PROD03065,1687,337,WH-C
PROD03066,927,67,WH-B
PROD03067,2715,388,WH-B
PROD03068,2789,301, wh-a 
PROD03069,769,414,WH-B
PROD03070,1561,302,WH-B
PROD03071,99,430,WH-A
PROD03072,3690,101,WH-A
PROD03073,3127,164,WH-B
PROD03074,594,430,WH-A
PROD03075,1862,344,WH-A
PROD03076,1374,94,WH-B
PROD03077,4699,203,WH-B
PROD03078,3702,199, wh-a 
PROD03079,-15,35,WH-C
PROD03080,4471,332,WH-A
PROD03081,600,173,WH-C
PROD03082,2307,464,WH-B
PROD03083,3019,346,WH-C
PROD03084,1273,434,WH-A
PROD03085,268,441, wh-a 
PROD03086,700,485, wh-a 
PROD03087,3893,322, wh-a 
PROD03088,3209,121,WH-A
PROD03089,2316,294,WH-B
PROD03090,4319,161,WH-A
PROD03091,397,59,WH-A
PROD03092,331,388,WH-C
PROD03093,1158,429,WH-B
PROD03094,1824,213,WH-C
PROD03095,3343,383,WH-C
PROD03096,1060,161, wh-a 
PROD03097,321,108, wh-a 
PROD03098,1196,390,WH-C
PROD03099,267,289, wh-a 
PROD03100,4951,101,WH-A
PROD03101,2989,429,WH-A
PROD03102,1888,175,WH-C
PROD03103,3932,38, wh-a 
PROD03104,662,486,WH-A
PROD03105,1132,130,WH-A
PROD03106,3038,319, wh-a 
PROD03107,4958,494,WH-A
PROD03108,4606,249, wh-a 
PROD03109,1741,74, wh-a 
PROD03110,4429,188,WH-B
PROD03111,4084,11,WH-B
PROD03112,1735,188,WH-A
PROD03113,2151,462, wh-a 
PROD03114,735,226,WH-A
PROD03115,4313,237,WH-A
PROD03116,1577,197,WH-A
PROD03117,2502,446,WH-C
PROD03118,3380,174,WH-C
PROD03119,853,311,WH-C
PROD03120,2320,262,WH-B
PROD03121,2031,109,WH-A
PROD03122,2375,226,WH-A
PROD03123,1753,370, wh-a 
PROD03124,3525,154,WH-B
PROD03125,1397,462,WH-A
PROD03126,2127,324, wh-a 
PROD03127,1614,35,WH-B
PROD03128,2901,324, wh-a 
PROD03129,2881,257,WH-C
PROD03130,976,224, wh-a 
PROD03131,3018,132, wh-a 
PROD03132,808,261, wh-a 
PROD03133,4729,280, wh-a 
PROD03134,4588,130, wh-a 
PROD03135,4311,220, wh-a 
PROD03136,3331,487, wh-a 
PROD03137,775,286,WH-C
PROD03138,830,359,WH-C
PROD03139,3686,284,WH-A
PROD03140,4135,221, wh-a 
PROD03141,2967,455,WH-A
PROD03142,247,275,WH-C
PROD03143,2686,207, wh-a 
PROD03144,3152,392,WH-A
PROD03145,2629,220,WH-B
PROD03146,3151,454,WH-B
PROD03147,3147,158,WH-B
PROD03148,4478,416,WH-C
PROD03149,2687,157, wh-a 
PROD03150,1303,256, wh-a 
PROD03151,4648,273,WH-B
PROD03152,1651,82,WH-C
PROD03153,-12,403, wh-a 
PROD03154,2587,197,WH-B
PROD03155,3175,372,WH-A
PROD03156,1464,460,WH-A
PROD03157,229,226,WH-B
PROD03158,828,499,WH-B
PROD03159,947,97, wh-a 
PROD03160,3884,319,WH-A
PROD03161,258,300,WH-A
PROD03162,2412,95,WH-C
PROD03163,1498,277, wh-a 
PROD03164,1367,473,WH-C
PROD03165,198,21,WH-B
PROD03166,4096,380,WH-A
PROD03167,465,294, wh-a 
PROD03168,36,79,WH-A
PROD03169,1729,72,WH-B
PROD03170,3416,372,WH-B
PROD03171,3792,13,WH-A
PROD03172,3368,462, wh-a 
PROD03173,3235,297, wh-a 
PROD03174,3174,77,WH-A
PROD03175,1421,43,WH-B
PROD03176,1552,239,WH-A
PROD03177,1948,318,WH-B
PROD03178,631,78,WH-A
PROD03179,3176,161,WH-C
PROD03180,3008,94,WH-C
PROD03181,4223,52,WH-A
PROD03182,1803,46,WH-A
PROD03183,1619,477,WH-A
PROD03184,1051,196,WH-A
PROD03185,906,485,WH-A
PROD03186,1853,164,WH-C
PROD03187,1397,17,WH-A
PROD03188,2423,245,WH-A
PROD03189,3753,311,WH-B
PROD03190,2046,382,WH-A
PROD03191,3270,60,WH-C
PROD03192,2795,36,WH-A
PROD03193,2949,229,WH-C
PROD03194,657,227,WH-C
PROD03195,3739,115, wh-a 
PROD03196,162,173, wh-a 
PROD03197,2944,247, wh-a 
PROD03198,1431,351, wh-a 
PROD03199,4318,475,WH-A
PROD03200,2007,257,WH-A
PROD03201,303,13, wh-a 
PROD03202,2159,73,WH-A
PROD03203,3852,461, wh-a 
PROD03204,209,70, wh-a 
PROD03205,4517,223,WH-B
PROD03206,2666,83,WH-B
PROD03207,1806,480, wh-a 
PROD03208,4819,125,WH-A
PROD03209,4211,232, wh-a 
PROD03210,3317,257,WH-A
PROD03211,819,368,WH-A
PROD03212,262,119, wh-a 
PROD03213,3500,42,WH-A
PROD03214,4173,278,WH-A
PROD03215,1445,342, wh-a 
PROD03216,1892,344, wh-a 
PROD03217,2818,306,WH-B
PROD03218,2294,285, wh-a 
PROD03219,2929,492,WH-C
PROD03220,2922,207,WH-B
PROD03221,853,426,WH-C
PROD03222,4727,362,WH-C
PROD03223,865,157,WH-B
PROD03224,4842,169, wh-a 
PROD03225,4852,147,WH-C
PROD03226,651,349,WH-B
PROD03227,3454,276, wh-a 
PROD03228,3193,493,WH-C
PROD03229,3189,103,WH-C
PROD03230,338,123,WH-C
PROD03231,3495,292, wh-a 
PROD03232,599,463,WH-C
PROD03233,4331,293,WH-A
PROD03234,4304,287,WH-C
PROD03235,228,131,WH-A
PROD03236,1446,401,WH-B
PROD03237,68,346, wh-a 
PROD03238,2367,359,WH-A
PROD03239,3897,191, wh-a 
PROD03240,3680,383,WH-B
PROD03241,-27,435, wh-a 
PROD03242,2310,488,WH-B
PROD03243,466,168,WH-B
PROD03244,1717,408, wh-a 
PROD03245,462,174,WH-C
PROD03246,2916,225,WH-A
PROD03247,4220,310,WH-C
PROD03248,3219,225,WH-A
PROD03249,3940,394,WH-B
PROD03250,1205,175,WH-A
PROD03251,439,466, wh-a 
PROD03252,1487,175,WH-A
PROD03253,2844,26,WH-B
PROD03254,3031,215,WH-B
PROD03255,2389,442, wh-a 
PROD03256,4869,278, wh-a 
PROD03257,3055,385, wh-a 
PROD03258,4162,136,WH-B
PROD03259,2342,185,WH-A
PROD03260,1471,37,WH-A
PROD03261,4808,398,WH-C
PROD03262,4819,197,WH-C
PROD03263,2808,421,WH-A
PROD03264,2548,246,WH-A
PROD03265,3338,353,WH-B
PROD03266,2035,212, wh-a 
PROD03267,3545,458,WH-C
PROD03268,3572,186,WH-A
PROD03269,136,223,WH-C
PROD03270,1967,354,WH-C
PROD03271,1255,96,WH-B
PROD03272,339,445, wh-a 
PROD03273,4763,108,WH-A
PROD03274,3455,168, wh-a 
PROD03275,3529,113,WH-A
PROD03276,460,484, wh-a 
PROD03277,4787,241,WH-C
PROD03278,743,243,WH-A
PROD03279,4093,117, wh-a 
PROD03280,533,412,WH-C
PROD03281,3726,109, wh-a 
PROD03282,3583,406,WH-C
PROD03283,345,267,WH-C
PROD03284,362,478, wh-a 
PROD03285,392,402,WH-C
PROD03286,1754,46,WH-B
PROD03287,4131,54, wh-a 
PROD03288,4542,124,WH-C
PROD03289,665,269,WH-B
PROD03290,3194,137,WH-C
PROD03291,2125,254,WH-C
PROD03292,234,459, wh-a 
PROD03293,1533,401,WH-B
PROD03294,3035,44,WH-C
PROD03295,1006,32,WH-B
PROD03296,2126,58,WH-A
PROD03297,2228,218,WH-B
PROD03298,2182,67, wh-a 
PROD03299,3933,169,WH-A
PROD03300,4278,24,WH-B
PROD03301,4115,139,WH-C
PROD03302,3557,427,WH-A
PROD03303,177,481,WH-B
PROD03304,575,339,WH-B
PROD03305,3260,55, wh-a 
PROD03306,2197,305, wh-a 
PROD03307,913,452,WH-C
PROD03308,415,397, wh-a 
PROD03309,1720,487,WH-C
PROD03310,1610,178,WH-C
PROD03311,258,24,WH-A
PROD03312,4972,322, wh-a 
PROD03313,1170,351,WH-C
PROD03314,3457,303,WH-C
PROD03315,1122,165,WH-C
PROD03316,2047,445,WH-C
PROD03317,340,402,WH-B
PROD03318,2045,92,WH-B
PROD03319,1043,287,WH-A
PROD03320,1241,418, wh-a 
PROD03321,4555,386,WH-C
PROD03322,1567,418,WH-B
PROD03323,942,141,WH-B
PROD03324,4221,407,WH-C
PROD03325,1739,262, wh-a 
PROD03326,1749,490,WH-C
PROD03327,4806,178,WH-C
PROD03328,2914,265,WH-B
PROD03329,4032,238,WH-A
PROD03330,1246,436,WH-A
PROD03331,3394,138,WH-A
PROD03332,2044,413,WH-A
PROD03333,4437,161, wh-a 
PROD03334,4315,384,WH-B
PROD03335,2399,31,WH-B
PROD03336,1248,124,WH-C
PROD03337,2258,333,WH-C
PROD03338,4109,433, wh-a 
PROD03339,4241,197,WH-A
PROD03340,1424,290, wh-a 
PROD03341,2667,299,WH-C
PROD03342,3617,220,WH-A
PROD03343,4481,225,WH-A
PROD03344,4416,121,WH-C
PROD03345,968,244,WH-A
PROD03346,936,406,WH-B
PROD03347,-36,73,WH-A
PROD03348,3422,80, wh-a 
PROD03349,38,478,WH-A
PROD03350,2288,357,WH-A
PROD03351,2,141,WH-B
PROD03352,1117,161,WH-A
PROD03353,984,38,WH-C
PROD03354,1366,291,WH-A
PROD03355,811,431,WH-A
PROD03356,4442,277,WH-B
PROD03357,2958,269, wh-a 
PROD03358,2832,216,WH-B
PROD03359,4508,173,WH-C
PROD03360,3850,490, wh-a 
PROD03361,835,187,WH-C
PROD03362,131,275,WH-A
PROD03363,3236,219,WH-B
PROD03364,1831,182, wh-a 
PROD03365,371,272,WH-A
PROD03366,1712,74,WH-A
PROD03367,569,296, wh-a 
PROD03368,4796,425,WH-A
PROD03369,877,309, wh-a 
PROD03370,4667,43, wh-a 
PROD03371,4452,87,WH-B
PROD03372,4410,121, wh-a 
PROD03373,2262,292,WH-C
PROD03374,2694,177,WH-C
PROD03375,1,304,WH-C
PROD03376,2137,121,WH-B
PROD03377,4485,188, wh-a 
PROD03378,1760,301,WH-B
PROD03379,3371,444, wh-a 
PROD03380,1346,42,WH-B
PROD03381,763,266,WH-A
PROD03382,3459,149,WH-C
PROD03383,4647,100, wh-a 
PROD03384,1384,134,WH-C
PROD03385,17,411,WH-A
PROD03386,2511,152,WH-A
PROD03387,2528,290, wh-a 
PROD03388,4675,345,WH-C
PROD03389,2125,488,WH-B
PROD03390,3593,11,WH-B
PROD03391,2782,157,WH-B
PROD03392,3314,467,WH-B
PROD03393,1585,119,WH-C
PROD03394,1513,384,WH-A
PROD03395,3913,397,WH-C
PROD03396,4614,55,WH-C
PROD03397,4362,359,WH-A
PROD03398,708,28,WH-B
PROD03399,3683,267,WH-C
PROD03400,98,343,WH-B
PROD03401,3609,201,WH-A
PROD03402,2600,395,WH-B
PROD03403,1199,246,WH-A
PROD03404,1454,205,WH-A
PROD03405,4106,176,WH-B
PROD03406,3481,464,WH-C
PROD03407,4389,362, wh-a 
PROD03408,2426,264,WH-C
PROD03409,3034,388,WH-C
PROD03410,1755,456,WH-A
PROD03411,2221,420,WH-B
PROD03412,1698,202,WH-B
PROD03413,3256,38, wh-a 
PROD03414,1589,221,WH-A
PROD03415,4359,450, wh-a 
PROD03416,3311,451, wh-a 
PROD03417,1030,462,WH-A
PROD03418,4780,224,WH-C
PROD03419,2248,408, wh-a 
PROD03420,3519,66,WH-B
PROD03421,1143,208,WH-C
PROD03422,2696,183,WH-C
PROD03423,2197,457,WH-B
PROD03424,2321,155, wh-a 
PROD03425,4351,170,WH-B
PROD03426,2108,64, wh-a 
PROD03427,4043,58,WH-B
PROD03428,777,181,WH-B
PROD03429,1283,191,WH-C
PROD03430,4475,50,WH-B
PROD03431,-24,193,WH-B
PROD03432,858,277, wh-a 
PROD03433,4977,143,WH-C
PROD03434,4424,175,WH-B
PROD03435,2944,276,WH-C
PROD03436,4237,408,WH-C
PROD03437,2912,453,WH-A
PROD03438,1156,403,WH-B
PROD03439,582,451,WH-B
PROD03440,584,302,WH-B
PROD03441,1118,11,WH-A
PROD03442,1316,134, wh-a 
PROD03443,2655,283,WH-B
PROD03444,1918,252,WH-B
PROD03445,1291,345,WH-A
PROD03446,4940,191,WH-C
PROD03447,4388,113,WH-B
PROD03448,1655,228,WH-B
PROD03449,610,71, wh-a 
PROD03450,3135,372,WH-A
PROD03451,4953,394, wh-a 
PROD03452,2538,273, wh-a 
PROD03453,3404,277, wh-a 
PROD03454,4039,387,WH-C
PROD03455,2466,21,WH-C
PROD03456,2709,323,WH-B
PROD03457,4704,30,WH-A
PROD03458,3827,270,WH-C
PROD03459,1375,213,WH-C
PROD03460,4040,387,WH-C
PROD03461,3823,335,WH-B
PROD03462,4559,56,WH-C
PROD03463,2821,31, wh-a 
PROD03464,2803,37, wh-a 
PROD03465,2721,472,WH-A
PROD03466,506,268,WH-A
PROD03467,3097,377,WH-C
PROD03468,1863,275, wh-a 
PROD03469,1699,261,WH-C
PROD03470,2788,469,WH-B
PROD03471,3022,137, wh-a 
PROD03472,4258,28,WH-B
PROD03473,1767,11,WH-A
PROD03474,2014,289, wh-a 
PROD03475,259,125,WH-A
PROD03476,3375,398, wh-a 
PROD03477,2860,429,WH-B
PROD03478,3354,387, wh-a 
PROD03479,3519,51, wh-a 
