PurchaseID,PurchaseDate,SupplierID,ProductID,Quantity,UnitCost,PurchaseAmount
P068151,2023-09-25,SUP0566,PROD04118,74,68857.47,5095452.78
P068152,2025-11-26,SUP0245,PROD02012,40,68138.7,2725548.0
P068153,2024-03-22,SUP0139,PROD02180,43,2711.22,116582.46
P068154,2023-01-02,SUP0036,PROD00623,50,34164.58,1708229.0
P068155,2023-08-30,SUP0953,PROD04102,30,47580.94,1427428.2
P068156,2024-01-30,SUP0901,PROD03393,59,25461.24,1502213.16
P068157,2023-05-27,SUP0897,PROD01092,80,52699.48,4215958.4
P068158,2023-12-08,SUP0948,PROD04581,56,63363.41,3548350.96
P068159,2023-01-25,SUP0884,PROD01477,42,19811.41,832079.22
P068160,2024-09-29,SUP0949,PROD04053,81,31552.52,2555754.12
P068161,2025-10-01,SUP0456,PROD03040,83,24980.52,2073383.16
P068162,2024-04-16,SUP0313,PROD01755,54,57000.46,3078024.84
P068163,2023-09-30,SUP0025,PROD03138,42,54952.76,2308015.92
P068164,2023-02-25,SUP0701,PROD04780,17,6186.66,105173.22
P068165,2023-04-20,SUP0402,PROD02871,89,96744.32,8610244.48
P068166,2024-09-21,SUP0057,PROD01073,55,9510.62,523084.1
P068167,2023-05-05,SUP0187,PROD02874,33,4330.71,142913.43
P068168,2023-11-11,SUP0916,PROD03120,40,66202.17,2648086.8
P068169,2023-11-13,SUP0335,PROD00339,50,21430.11,1071505.5
P068170,2025-05-11,SUP0571,PROD03900,84,64417.29,5411052.36
P068171,2024-07-20,SUP0015,PROD01710,72,89519.64,6445414.08
P068172,2024-12-07,SUP0948,PROD00015,63,30046.39,1892922.57
P068173,2025-01-28,SUP0174,PROD04471,42,67323.48,2827586.16
P068174,2024-11-03,SUP0344,PROD02918,32,85335.29,2730729.28
P068175,2023-07-03,SUP0715,PROD01355,17,19184.36,326134.12
P068176,2023-11-02,SUP0489,PROD02783,62,75215.18,4663341.16
P068177,2024-06-16,SUP0416,PROD00049,74,66088.33,4890536.42
P068178,2023-09-10,SUP0938,PROD04809,95,46524.26,4419804.7
P068179,2025-07-12,SUP0778,PROD04628,10,98190.77,981907.7
P068180,2024-08-02,SUP0172,PROD02062,26,92847.26,2414028.76
P068181,2024-07-10,SUP0534,PROD01040,77,64947.89,5000987.53
P068182,2025-01-22,SUP0114,PROD02094,50,57884.67,2894233.5
P068183,2023-08-07,SUP0372,PROD02878,91,99954.61,9095869.51
P068184,2025-04-21,SUP0894,PROD01878,22,62725.69,1379965.18
P068185,2023-10-19,SUP0744,PROD01876,19,42037.29,798708.51
P068186,2024-09-25,SUP0424,PROD04642,17,53771.24,914111.08
P068187,2024-02-12,SUP0634,PROD02187,60,62368.2,3742092.0
P068188,2024-07-12,SUP0970,PROD02666,59,46511.99,2744207.41
P068189,2023-04-30,SUP0007,PROD04178,44,83823.0,3688212.0
P068190,2025-01-11,SUP0879,PROD01767,42,61528.72,2584206.24
P068191,2023-05-16,SUP0156,PROD02358,51,34031.48,1735605.48
P068192,2023-10-04,SUP0787,PROD01609,44,91983.15,4047258.6
P068193,2025-02-26,SUP0279,PROD03311,49,11502.61,563627.89
P068194,2024-06-27,SUP0396,PROD04513,62,36762.31,2279263.22
P068195,2025-09-25,SUP0775,PROD01855,69,22815.03,1574237.07
P068196,2024-09-09,SUP0745,PROD04301,79,29414.3,2323729.7
P068197,2024-05-08,SUP0092,PROD04513,95,36762.31,3492419.45
P068198,2024-05-06,SUP0499,PROD02974,35,54929.4,1922529.0
P068199,2024-05-05,SUP0155,PROD00263,21,30679.5,644269.5
P068200,2025-01-15,SUP0890,PROD04877,87,53531.22,4657216.14
P068201,2025-05-29,SUP0797,PROD02858,46,23079.09,1061638.14
P068202,2023-11-27,SUP0621,PROD00125,60,14576.5,874590.0
P068203,2024-01-14,SUP0664,PROD00410,59,86416.53,5098575.27
P068204,2023-11-06,SUP0931,PROD04469,69,55156.76,3805816.44
P068205,2025-05-16,SUP0368,PROD03699,87,39396.62,3427505.94
P068206,2025-08-23,SUP0290,PROD00666,29,76096.05,2206785.45
P068207,2025-06-26,SUP0257,PROD01910,73,53743.5,3923275.5
P068208,2024-03-28,SUP0168,PROD04678,75,35784.82,2683861.5
P068209,2023-11-07,SUP0937,PROD03570,24,93757.77,2250186.48
P068210,2023-11-26,SUP0826,PROD02234,26,52078.58,1354043.08
P068211,2024-02-12,SUP0075,PROD03100,12,31934.7,383216.4
P068212,2025-11-06,SUP0182,PROD04678,51,35784.82,1825025.82
P068213,2025-02-01,SUP0900,PROD03223,19,12042.66,228810.54
P068214,2023-06-16,SUP0084,PROD03240,80,22116.63,1769330.4
P068215,2023-07-14,SUP0939,PROD00387,14,97178.84,1360503.76
P068216,2024-03-25,SUP0704,PROD00692,21,73106.3,1535232.3
P068217,2024-03-28,SUP0277,PROD00785,72,29338.78,2112392.16
P068218,2023-11-08,SUP0140,PROD03924,59,88356.68,5213044.12
P068219,2023-02-14,SUP0427,PROD01549,66,5487.55,362178.3
P068220,2023-10-04,SUP0880,PROD04040,79,74585.99,5892293.21
P068221,2023-11-21,SUP0239,PROD02539,30,48547.98,1456439.4
P068222,2024-02-08,SUP0434,PROD00347,21,96414.92,2024713.32
P068223,2025-09-12,SUP0592,PROD01487,67,12354.19,827730.73
P068224,2024-06-30,SUP0561,PROD02372,96,33972.01,3261312.96
P068225,2023-12-30,SUP0827,PROD01113,25,31874.62,796865.5
P068226,2024-05-10,SUP0668,PROD03759,89,91251.01,8121339.89
P068227,2024-01-01,SUP0010,PROD01258,40,91796.79,3671871.6
P068228,2025-09-19,SUP0358,PROD01677,54,73929.09,3992170.86
P068229,2024-06-29,SUP0120,PROD02641,19,43518.39,826849.41
P068230,2024-12-22,SUP0741,PROD00173,74,88212.48,6527723.52
P068231,2023-08-01,SUP0022,PROD02665,29,90713.89,2630702.81
P068232,2025-08-23,SUP0756,PROD02218,50,8837.84,441892.0
P068233,2024-12-31,SUP0678,PROD01457,36,58230.51,2096298.36
P068234,2023-02-04,SUP0455,PROD04783,36,7319.32,263495.52
P068235,2024-01-06,SUP0743,PROD04159,63,69459.1,4375923.3
P068236,2023-05-27,SUP0016,PROD03570,32,93757.77,3000248.64
P068237,2025-05-30,SUP0952,PROD03564,13,86283.88,1121690.44
P068238,2023-01-19,SUP0506,PROD00364,98,27327.74,2678118.52
P068239,2023-08-25,SUP0015,PROD01436,24,26473.69,635368.56
P068240,2024-06-27,SUP0992,PROD01902,51,81136.49,4137960.99
P068241,2023-12-02,SUP0889,PROD03328,26,86206.25,2241362.5
P068242,2024-09-28,SUP0449,PROD03049,93,84175.15,7828288.95
P068243,2025-03-10,SUP0438,PROD03505,82,32365.93,2654006.26
P068244,2025-12-14,SUP0033,PROD01889,33,21244.0,701052.0
P068245,2024-07-11,SUP0108,PROD02059,95,41591.67,3951208.65
P068246,2023-11-15,SUP0586,PROD01000,70,98529.12,6897038.4
P068247,2024-05-07,SUP0001,PROD04584,11,70435.96,774795.56
P068248,2023-01-16,SUP0128,PROD04770,14,97754.75,1368566.5
P068249,2024-11-05,SUP0024,PROD00210,79,34214.59,2702952.61
P068250,2024-09-13,SUP0892,PROD02381,80,82253.07,6580245.6
P068251,2023-08-27,SUP0316,PROD03837,45,54162.33,2437304.85
P068252,2023-05-10,SUP0821,PROD02607,95,60301.88,5728678.6
P068253,2025-02-28,SUP0653,PROD03939,15,42479.42,637191.3
P068254,2023-05-25,SUP0703,PROD02903,20,8654.04,173080.8
P068255,2024-04-30,SUP0463,PROD00021,75,64749.18,4856188.5
P068256,2023-10-09,SUP0825,PROD01586,82,96793.91,7937100.62
P068257,2024-03-02,SUP0511,PROD01056,42,3896.42,163649.64
P068258,2024-09-04,SUP0595,PROD02400,67,75820.25,5079956.75
P068259,2023-09-21,SUP0785,PROD01762,99,85150.45,8429894.55
P068260,2023-09-20,SUP0966,PROD01108,21,77937.72,1636692.12
P068261,2023-07-29,SUP0920,PROD03330,61,19177.53,1169829.33
P068262,2023-07-24,SUP0675,PROD04518,86,52292.52,4497156.72
P068263,2023-11-03,SUP0070,PROD02120,82,33527.21,2749231.22
P068264,2023-11-04,SUP0719,PROD04913,14,37608.75,526522.5
P068265,2024-10-24,SUP0623,PROD03231,58,54135.54,3139861.32
P068266,2023-11-11,SUP0401,PROD01736,82,52030.91,4266534.62
P068267,2025-07-18,SUP0707,PROD03282,51,69939.89,3566934.39
P068268,2025-07-16,SUP0759,PROD03055,22,99138.56,2181048.32
P068269,2023-08-20,SUP0224,PROD00992,96,39985.61,3838618.56
P068270,2024-09-29,SUP0383,PROD01836,73,92686.28,6766098.44
P068271,2024-05-04,SUP0677,PROD00493,79,16963.46,1340113.34
P068272,2025-02-13,SUP0022,PROD04261,65,12722.6,826969.0
P068273,2023-10-19,SUP0651,PROD04950,12,42171.28,506055.36
P068274,2023-09-22,SUP0954,PROD02252,30,99803.25,2994097.5
P068275,2025-12-07,SUP0478,PROD00822,24,93154.69,2235712.56
P068276,2024-01-02,SUP0409,PROD03264,17,17699.3,300888.1
P068277,2024-08-13,SUP0547,PROD00607,29,30009.57,870277.53
P068278,2023-06-28,SUP0775,PROD02407,99,74867.76,7411908.24
P068279,2024-09-13,SUP0127,PROD01850,35,33587.75,1175571.25
P068280,2023-01-26,SUP0619,PROD00942,51,98885.89,5043180.39
P068281,2025-08-02,SUP0482,PROD01288,82,95048.73,7793995.86
P068282,2023-08-21,SUP0827,PROD03239,24,17706.74,424961.76
P068283,2024-09-30,SUP0739,PROD00663,28,60434.43,1692164.04
P068284,2025-09-18,SUP0650,PROD01622,77,35020.25,2696559.25
P068285,2023-11-19,SUP0871,PROD03979,69,76188.6,5257013.4
P068286,2025-10-20,SUP0507,PROD04999,70,24667.22,1726705.4
P068287,2024-06-07,SUP0638,PROD01110,47,15772.74,741318.78
P068288,2023-01-19,SUP0305,PROD01242,50,87880.96,4394048.0
P068289,2024-02-02,SUP0996,PROD04964,35,22112.28,773929.8
P068290,2024-07-14,SUP0745,PROD00886,57,4913.93,280094.01
P068291,2023-12-22,SUP0955,PROD04972,79,98626.75,7791513.25
P068292,2024-10-20,SUP0724,PROD03546,42,44926.07,1886894.94
P068293,2023-06-03,SUP0631,PROD01971,19,74294.14,1411588.66
P068294,2024-06-12,SUP0508,PROD01284,21,45209.56,949400.76
P068295,2024-05-02,SUP0111,PROD00721,97,32726.05,3174426.85
P068296,2024-10-25,SUP0145,PROD04242,73,47560.33,3471904.09
P068297,2025-06-24,SUP0141,PROD04219,13,52435.09,681656.17
P068298,2025-07-20,SUP0945,PROD04729,52,54411.99,2829423.48
P068299,2025-12-27,SUP0923,PROD02630,23,67872.31,1561063.13
P068300,2023-06-13,SUP0319,PROD04471,96,67323.48,6463054.08
P068301,2023-05-01,SUP0218,PROD00373,34,31564.06,1073178.04
P068302,2024-06-07,SUP0235,PROD02984,70,44013.86,3080970.2
P068303,2023-01-27,SUP0931,PROD02270,77,18171.01,1399167.77
P068304,2024-01-17,SUP0803,PROD03152,93,50406.94,4687845.42
P068305,2025-09-30,SUP0046,PROD01141,86,47616.31,4095002.66
P068306,2023-04-24,SUP0427,PROD01112,93,30387.45,2826032.85
P068307,2025-06-08,SUP0689,PROD04995,90,11064.5,995805.0
P068308,2023-02-22,SUP0739,PROD04225,34,764.27,25985.18
P068309,2023-08-07,SUP0973,PROD04367,31,75204.87,2331350.97
P068310,2025-10-04,SUP0912,PROD00196,16,11942.38,191078.08
P068311,2025-03-04,SUP0949,PROD01304,38,5822.67,221261.46
P068312,2024-07-31,SUP0714,PROD01952,74,74418.04,5506934.96
P068313,2024-10-26,SUP0948,PROD03443,51,21210.94,1081757.94
P068314,2023-11-19,SUP0066,PROD02525,60,95167.2,5710032.0
P068315,2024-04-27,SUP0096,PROD02802,33,17289.62,570557.46
P068316,2024-03-21,SUP0549,PROD04470,56,30969.79,1734308.24
P068317,2025-10-15,SUP0464,PROD04581,96,63363.41,6082887.36
P068318,2025-04-12,SUP0566,PROD00198,71,61713.96,4381691.16
P068319,2023-09-30,SUP0686,PROD01532,72,96525.06,6949804.32
P068320,2024-07-04,SUP0992,PROD02706,12,82232.08,986784.96
P068321,2024-04-28,SUP0603,PROD01051,25,46334.59,1158364.75
P068322,2024-06-27,SUP0810,PROD04887,88,46087.24,4055677.12
P068323,2024-06-21,SUP0974,PROD00752,80,15140.53,1211242.4
P068324,2023-07-12,SUP0088,PROD01236,42,22978.41,965093.22
P068325,2023-06-23,SUP0036,PROD04178,17,83823.0,1424991.0
P068326,2025-01-28,SUP0027,PROD04556,27,15561.76,420167.52
P068327,2025-06-02,SUP0300,PROD04657,11,93525.93,1028785.23
P068328,2024-01-03,SUP0806,PROD04438,43,99450.03,4276351.29
P068329,2024-02-10,SUP0784,PROD03292,46,76689.85,3527733.1
P068330,2024-12-12,SUP0573,PROD03269,45,44781.14,2015151.3
P068331,2025-09-22,SUP0405,PROD03554,46,64439.94,2964237.24
P068332,2023-08-08,SUP0539,PROD04293,51,9934.29,506648.79
P068333,2023-04-26,SUP0866,PROD04223,90,88246.97,7942227.3
P068334,2025-07-04,SUP0629,PROD01852,46,32245.11,1483275.06
P068335,2024-08-16,SUP0929,PROD03505,58,32365.93,1877223.94
P068336,2024-01-10,SUP0021,PROD04254,53,82572.74,4376355.22
P068337,2024-05-23,SUP0795,PROD02615,84,94312.39,7922240.76
P068338,2025-05-06,SUP0797,PROD02354,92,45673.13,4201927.96
P068339,2024-12-13,SUP0815,PROD02637,48,55504.01,2664192.48
P068340,2024-03-12,SUP0271,PROD02417,75,35880.55,2691041.25
P068341,2023-12-01,SUP0853,PROD00600,10,99913.21,999132.1
P068342,2023-04-20,SUP0711,PROD00834,41,1619.18,66386.38
P068343,2024-02-05,SUP0590,PROD01701,69,49633.17,3424688.73
P068344,2024-05-19,SUP0501,PROD02116,80,51162.8,4093024.0
P068345,2025-01-20,SUP0662,PROD03294,58,41892.92,2429789.36
P068346,2023-07-02,SUP0286,PROD01253,34,11232.7,381911.8
P068347,2024-02-12,SUP0686,PROD03595,90,50382.8,4534452.0
P068348,2025-10-21,SUP0703,PROD00606,18,38380.91,690856.38
P068349,2024-07-17,SUP0349,PROD00372,90,73217.56,6589580.4
P068350,2025-09-19,SUP0881,PROD02175,91,65266.13,5939217.83
P068351,2024-12-23,SUP0393,PROD02449,67,47725.5,3197608.5
P068352,2024-08-05,SUP0008,PROD02996,24,30274.23,726581.52
P068353,2024-08-22,SUP0234,PROD02732,29,72588.63,2105070.27
P068354,2024-01-14,SUP0770,PROD02333,35,1076.84,37689.4
P068355,2023-02-26,SUP0010,PROD03710,93,95507.26,8882175.18
P068356,2024-03-16,SUP0792,PROD01354,42,70682.97,2968684.74
P068357,2024-05-15,SUP0298,PROD01302,15,99251.26,1488768.9
P068358,2024-04-26,SUP0160,PROD01778,43,7056.28,303420.04
P068359,2023-06-02,SUP0414,PROD04320,14,58465.68,818519.52
P068360,2023-07-19,SUP0083,PROD00973,68,86610.89,5889540.52
P068361,2023-06-22,SUP0583,PROD00459,83,11947.02,991602.66
P068362,2023-08-01,SUP0812,PROD02496,21,64401.39,1352429.19
P068363,2024-04-20,SUP0744,PROD02016,42,54989.72,2309568.24
P068364,2024-04-22,SUP0595,PROD04097,12,93965.3,1127583.6
P068365,2023-10-30,SUP0981,PROD04331,98,81792.52,8015666.96
P068366,2023-06-13,SUP0497,PROD04178,87,83823.0,7292601.0
P068367,2024-10-01,SUP0495,PROD03131,27,26672.83,720166.41
P068368,2023-06-29,SUP0727,PROD01295,47,76059.81,3574811.07
P068369,2025-05-25,SUP0906,PROD02068,27,17090.33,461438.91
P068370,2023-02-18,SUP0290,PROD03779,48,67837.81,3256214.88
P068371,2023-01-19,SUP0783,PROD00178,56,77657.11,4348798.16
P068372,2025-10-31,SUP0499,PROD02963,53,19646.59,1041269.27
P068373,2025-12-12,SUP0572,PROD04327,22,72670.91,1598760.02
P068374,2024-12-31,SUP0301,PROD03003,15,7326.58,109898.7
P068375,2024-07-24,SUP0825,PROD04963,34,87571.95,2977446.3
P068376,2025-11-23,SUP0259,PROD03755,93,35086.56,3263050.08
P068377,2024-07-30,SUP0994,PROD02140,64,4248.93,271931.52
P068378,2024-09-30,SUP0024,PROD04483,39,23491.33,916161.87
P068379,2023-08-06,SUP0362,PROD00836,58,932.52,54086.16
P068380,2024-08-28,SUP0159,PROD00941,66,79294.15,5233413.9
P068381,2025-03-29,SUP0486,PROD03540,70,37963.48,2657443.6
P068382,2023-10-03,SUP0940,PROD04131,17,53727.24,913363.08
P068383,2023-03-07,SUP0895,PROD04679,12,70589.2,847070.4
P068384,2023-09-09,SUP0677,PROD00871,13,43158.72,561063.36
P068385,2023-12-26,SUP0912,PROD03763,81,92520.68,7494175.08
P068386,2024-11-02,SUP0661,PROD04997,53,25681.37,1361112.61
P068387,2025-10-15,SUP0764,PROD02047,83,96936.16,8045701.28
P068388,2023-12-14,SUP0686,PROD02521,49,75112.55,3680514.95
P068389,2024-03-20,SUP0553,PROD00526,40,7966.86,318674.4
P068390,2024-05-11,SUP0508,PROD01651,77,77880.38,5996789.26
P068391,2023-01-19,SUP0970,PROD02622,90,98916.48,8902483.2
P068392,2025-08-28,SUP0840,PROD01591,81,36256.6,2936784.6
P068393,2025-11-16,SUP0628,PROD02199,13,52335.76,680364.88
P068394,2025-05-25,SUP0570,PROD03479,78,92253.21,7195750.38
P068395,2024-09-12,SUP0746,PROD03173,53,64758.15,3432181.95
P068396,2024-02-05,SUP0631,PROD03076,72,92124.81,6632986.32
P068397,2024-03-22,SUP0491,PROD03783,77,87441.82,6733020.14
P068398,2024-07-23,SUP0766,PROD04368,91,86543.68,7875474.88
P068399,2025-12-01,SUP0768,PROD02007,46,35185.26,1618521.96
P068400,2023-11-17,SUP0850,PROD02639,41,94773.44,3885711.04
P068401,2023-04-24,SUP0076,PROD04744,63,42524.5,2679043.5
P068402,2025-02-07,SUP0258,PROD02277,76,29440.22,2237456.72
P068403,2025-09-03,SUP0795,PROD03078,74,68031.25,5034312.5
P068404,2024-04-12,SUP0537,PROD02946,55,57492.84,3162106.2
P068405,2025-10-29,SUP0338,PROD00136,96,79177.37,7601027.52
P068406,2023-08-23,SUP0433,PROD02384,88,50540.78,4447588.64
P068407,2023-04-12,SUP0041,PROD04446,21,89369.9,1876767.9
P068408,2023-04-23,SUP0728,PROD01083,39,32691.94,1274985.66
P068409,2025-03-15,SUP0075,PROD04446,49,89369.9,4379125.1
P068410,2024-03-09,SUP0796,PROD02454,10,53372.86,533728.6
P068411,2025-04-29,SUP0445,PROD03557,14,93102.32,1303432.48
P068412,2024-05-24,SUP0352,PROD02691,99,58813.8,5822566.2
P068413,2023-01-29,SUP0742,PROD04312,49,66591.93,3263004.57
P068414,2024-10-22,SUP0103,PROD02380,42,81060.05,3404522.1
P068415,2023-04-26,SUP0383,PROD00871,80,43158.72,3452697.6
P068416,2023-04-04,SUP0908,PROD01625,58,54130.37,3139561.46
P068417,2024-04-04,SUP0722,PROD01304,59,5822.67,343537.53
P068418,2024-10-01,SUP0354,PROD00443,74,44206.92,3271312.08
P068419,2025-01-24,SUP0292,PROD04282,28,13281.45,371880.6
P068420,2024-11-24,SUP0358,PROD00368,63,84665.95,5333954.85
P068421,2025-12-28,SUP0541,PROD04964,68,22112.28,1503635.04
P068422,2023-09-09,SUP0486,PROD02368,37,5863.77,216959.49
P068423,2025-03-19,SUP0588,PROD04685,81,5736.08,464622.48
P068424,2023-12-01,SUP0748,PROD04662,41,57775.88,2368811.08
P068425,2023-10-05,SUP0742,PROD01094,88,92933.33,8178133.04
P068426,2025-06-23,SUP0680,PROD04694,78,21446.14,1672798.92
P068427,2025-02-14,SUP0203,PROD02414,66,53481.54,3529781.64
P068428,2024-05-01,SUP0958,PROD02032,25,88092.15,2202303.75
P068429,2024-10-13,SUP0521,PROD02535,61,48853.74,2980078.14
P068430,2024-03-15,SUP0552,PROD04024,69,11509.16,794132.04
P068431,2023-04-20,SUP0483,PROD02046,43,71173.76,3060471.68
P068432,2025-08-09,SUP0583,PROD03433,97,40681.33,3946089.01
P068433,2025-01-10,SUP0444,PROD03990,17,99203.46,1686458.82
P068434,2023-08-11,SUP0855,PROD00505,58,34130.47,1979567.26
P068435,2023-06-15,SUP0928,PROD03075,35,16920.92,592232.2
P068436,2024-08-24,SUP0777,PROD03491,82,22290.4,1827812.8
P068437,2024-09-06,SUP0374,PROD03929,38,42969.25,1632831.5
P068438,2023-04-02,SUP0261,PROD02932,49,41024.23,2010187.27
P068439,2025-10-12,SUP0491,PROD02235,83,58593.74,4863280.42
P068440,2023-11-16,SUP0440,PROD01023,24,17849.94,428398.56
P068441,2025-06-06,SUP0481,PROD02516,32,28411.55,909169.6
P068442,2023-03-11,SUP0916,PROD00833,33,18361.49,605929.17
P068443,2024-07-22,SUP0653,PROD04193,73,13778.3,1005815.9
P068444,2023-11-08,SUP0446,PROD01028,38,35638.14,1354249.32
P068445,2025-04-11,SUP0341,PROD04447,84,70223.81,5898800.04
P068446,2025-06-06,SUP0700,PROD04719,63,22294.53,1404555.39
P068447,2025-12-06,SUP0763,PROD04034,25,77218.22,1930455.5
P068448,2023-10-23,SUP0460,PROD01635,69,716.42,49432.98
P068449,2023-05-17,SUP0608,PROD02457,44,3081.06,135566.64
P068450,2024-10-06,SUP0468,PROD01986,53,11514.52,610269.56
P068451,2023-08-31,SUP0043,PROD03128,26,79607.03,2069782.78
P068452,2023-12-25,SUP0347,PROD03080,81,36498.06,2956342.86
P068453,2024-01-17,SUP0966,PROD01822,55,47268.96,2599792.8
P068454,2023-06-10,SUP0125,PROD01126,14,34586.33,484208.62
P068455,2024-10-13,SUP0844,PROD04956,91,61443.07,5591319.37
P068456,2023-11-27,SUP0597,PROD03702,28,11145.1,312062.8
P068457,2023-03-29,SUP0163,PROD00402,27,70192.3,1895192.1
P068458,2024-10-30,SUP0165,PROD01610,14,14828.49,207598.86
P068459,2025-10-17,SUP0595,PROD02396,92,90179.49,8296513.08
P068460,2023-11-20,SUP0995,PROD01706,63,53984.46,3401020.98
P068461,2023-04-18,SUP0838,PROD03777,41,95987.8,3935499.8
P068462,2025-08-28,SUP0646,PROD04038,80,71565.48,5725238.4
P068463,2023-09-03,SUP0286,PROD01016,29,89970.65,2609148.85
P068464,2025-08-20,SUP0053,PROD02698,28,98800.65,2766418.2
P068465,2025-10-03,SUP0519,PROD04043,60,17898.4,1073904.0
P068466,2025-02-18,SUP0468,PROD00028,77,71989.3,5543176.1
P068467,2023-08-26,SUP0606,PROD01331,36,56614.59,2038125.24
P068468,2025-09-03,SUP0889,PROD02965,68,23534.15,1600322.2
P068469,2024-05-21,SUP0322,PROD01753,86,73424.67,6314521.62
P068470,2024-02-13,SUP0859,PROD04068,91,42637.79,3880038.89
P068471,2024-07-14,SUP0549,PROD01470,26,36374.67,945741.42
P068472,2025-12-15,SUP0720,PROD00872,34,70280.47,2389535.98
P068473,2025-01-25,SUP0071,PROD01386,19,36434.58,692257.02
P068474,2023-01-10,SUP0271,PROD04163,96,72328.34,6943520.64
P068475,2023-01-02,SUP0727,PROD03981,41,1119.04,45880.64
P068476,2025-07-25,SUP0437,PROD04821,63,49565.91,3122652.33
P068477,2025-11-25,SUP0651,PROD01470,53,36374.67,1927857.51
P068478,2025-08-13,SUP0537,PROD02083,28,98874.27,2768479.56
P068479,2024-09-21,SUP0351,PROD03868,68,91180.95,6200304.6
P068480,2024-12-12,SUP0939,PROD00101,28,37783.88,1057948.64
P068481,2024-03-01,SUP0370,PROD03412,92,65762.04,6050107.68
P068482,2024-07-27,SUP0098,PROD03865,96,21063.83,2022127.68
P068483,2023-09-21,SUP0639,PROD04102,98,47580.94,4662932.12
P068484,2024-09-04,SUP0156,PROD01833,35,19638.69,687354.15
P068485,2023-01-09,SUP0006,PROD02715,95,98575.23,9364646.85
P068486,2023-08-12,SUP0145,PROD02689,54,1033.05,55784.7
P068487,2024-08-12,SUP0546,PROD04416,56,46256.26,2590350.56
P068488,2023-07-31,SUP0678,PROD04669,68,55167.41,3751383.88
P068489,2025-06-04,SUP0693,PROD02079,12,50661.17,607934.04
P068490,2023-02-17,SUP0993,PROD00209,48,94054.35,4514608.8
P068491,2023-11-10,SUP0038,PROD01136,82,19723.44,1617322.08
P068492,2025-02-21,SUP0705,PROD00132,22,2179.71,47953.62
P068493,2023-03-14,SUP0890,PROD02503,49,49492.17,2425116.33
P068494,2024-09-10,SUP0328,PROD00645,91,97657.95,8886873.45
P068495,2023-04-08,SUP0852,PROD00331,24,54179.0,1300296.0
P068496,2025-11-04,SUP0714,PROD01576,41,49726.8,2038798.8
P068497,2024-09-01,SUP0902,PROD04238,76,88143.62,6698915.12
P068498,2023-03-19,SUP0380,PROD04913,42,37608.75,1579567.5
P068499,2025-10-08,SUP0576,PROD03021,92,32141.41,2957009.72
P068500,2025-05-25,SUP0547,PROD02069,74,57153.74,4229376.76
P068501,2025-06-19,SUP0207,PROD04057,40,61375.42,2455016.8
P068502,2023-12-16,SUP0935,PROD03586,46,67774.22,3117614.12
P068503,2025-06-22,SUP0600,PROD03888,58,51521.4,2988241.2
P068504,2025-12-31,SUP0221,PROD03722,66,24004.97,1584328.02
P068505,2024-05-21,SUP0742,PROD04761,44,12311.72,541715.68
P068506,2024-07-04,SUP0237,PROD00796,81,28713.07,2325758.67
P068507,2024-04-20,SUP0177,PROD03229,27,82538.72,2228545.44
P068508,2025-02-23,SUP0531,PROD00034,62,47338.77,2935003.74
P068509,2024-05-06,SUP0466,PROD04249,61,78005.15,4758314.15
P068510,2023-12-06,SUP0917,PROD04152,40,18798.62,751944.8
P068511,2024-10-07,SUP0067,PROD01293,95,72527.14,6890078.3
P068512,2025-03-02,SUP0396,PROD02977,96,94583.82,9080046.72
P068513,2025-10-02,SUP0770,PROD04199,42,47738.21,2005004.82
P068514,2023-03-25,SUP0038,PROD01316,95,42929.22,4078275.9
P068515,2023-09-03,SUP0430,PROD04641,69,543.37,37492.53
P068516,2023-02-05,SUP0392,PROD03917,86,69393.4,5967832.4
P068517,2024-05-21,SUP0745,PROD02902,26,35606.29,925763.54
P068518,2024-10-11,SUP0526,PROD04269,15,88281.84,1324227.6
P068519,2025-10-18,SUP0178,PROD02496,95,64401.39,6118132.05
P068520,2025-04-29,SUP0658,PROD01072,22,67449.92,1483898.24
P068521,2024-09-17,SUP0064,PROD01047,94,24934.6,2343852.4
P068522,2024-03-03,SUP0064,PROD00612,29,54092.48,1568681.92
P068523,2024-07-19,SUP0538,PROD03457,95,45498.58,4322365.1
P068524,2025-12-10,SUP0887,PROD04059,82,70515.96,5782308.72
P068525,2024-10-29,SUP0823,PROD01091,29,9323.16,270371.64
P068526,2025-11-21,SUP0599,PROD02897,55,70958.13,3902697.15
P068527,2023-02-21,SUP0174,PROD03985,52,48991.43,2547554.36
P068528,2025-03-29,SUP0088,PROD02152,83,3182.7,264164.1
P068529,2025-08-08,SUP0458,PROD00640,71,68707.89,4878260.19
P068530,2023-11-04,SUP0165,PROD02015,97,16464.82,1597087.54
P068531,2025-05-17,SUP0186,PROD04284,62,5173.98,320786.76
P068532,2025-07-31,SUP0734,PROD02526,45,93497.66,4207394.7
P068533,2025-04-04,SUP0518,PROD03492,66,72458.17,4782239.22
P068534,2023-11-28,SUP0026,PROD00235,71,21425.53,1521212.63
P068535,2023-10-19,SUP0148,PROD04578,58,13941.76,808622.08
P068536,2025-04-05,SUP0089,PROD01573,75,71667.93,5375094.75
P068537,2024-07-17,SUP0105,PROD01989,90,82418.23,7417640.7
P068538,2024-02-26,SUP0520,PROD01480,80,2676.18,214094.4
P068539,2024-08-14,SUP0875,PROD00670,66,10927.03,721183.98
P068540,2024-11-25,SUP0620,PROD01395,13,9111.93,118455.09
